,Category,Headline,SubHeading,isResult,isMaybe
1864,Golf ,Spøjs historie har banet vejen for Højgaards største drøm,"En padeltennis-kamp i Dubai i december 2022 blev afgørende for, at Nicolai Højgaard i weekenden skal spille Ryder Cup",False,x
1865,Volleyball ,Volley-hold alligevel ikke i Europa,"Det var ikke længe volleyballherrerne fra Marienlyst fik lov at glæde sig til at spille Europa Cup. Afbud fra sølv- og bronzevinderne i Elitedivisionen betød ellers, at Danmarks anden Europa Cup-plads gik til Marienlyst, fordi de blev nummer fire.",False,x
1866,Ishockey,Svensker skal føre Frederikshavn til succes på isen,Per Hånberg bliver ny træner for Frederikshavn White Hawks. Han tager ung assistenttræner med sig,False,
1867,Cykling ,Sender hård besked til holdet efter sejr,Superfusionen mellem Jumbo-Visma og Soudal Quick-Step er stadig et stort tema,True,
1868,Sejlsport ,Danskerbåd kæntrer inden stort stævne,Det var alt andet end en rolig dag tirsdag for skipper Nicolai Sehested og besætningen,False,
1869,Fodbold ,Tendens frustrerer Neestrup: - Det er ikke tilfredsstillende,Før Champions League-mødet med mægtige Bayern München kæmper FCK med at få styr på defensiven,False,
1870,Curling ,Fjerde VM-sejr i streg for danske curlingkvinder - nærmer sig OL,"Danmark besejrer Italien 9-5 og rykker op på 6.-plads. Bevarer holdet den placering, venter der en OL-billet ",True,
1871,SPORT ,Drop de fromme idealer: Sport er politik - og det kommer ikke til at ændre sig ,"Politikere og atleter ønsker ofte, at sport og politik holdes adskilt, men det er ifølge dansk idrætsprofessor naivt ",False,
1872,TENNIS ,VIDEO Wozniacki overrasker Dansk Tennis Forbund med afbud ,Det kvindelige tennislandshold må klare sig uden Caroline Wozniacki i Fed Cup ,False,x
1873,Ishockey,Rungsted i fuld kontrol henter nem sejr,"Der var ikke megen slinger i valsen, da Rungsted slog et tandløst Rødovre-mandskab i Metal Ligaen",False,
1874,KORT NYT ,Rekordholder i hækkeløb anklages for brud på dopingregler  ,"Den kvindelige verdensrekordholder i hækkeløb, Tobi Amusan, er blevet anklaget for at bryde antidopingreglerne ",False,
1875,Atletik ,Positiv dopingprøve sender maratonprofil ud af VM,Lawrence Cherono misser VM i atletik efter at have afleveret en positiv dopingprøve tilbage i maj,False,
1876,TENNIS,"Resultatet er underordnet for Holger Rune, som bare skal tilbage på sporet",Holger Rune spiller fredag førsterunde-kamp i ATP-turneringen i Beijing. Det er Runes første kamp i 14 dage,False,
1877,TENNIS,Holger Rune ydmyget i Kina,Nedturen fortsætter for den unge danske tennisstjerne. Fik æg af amerikansk modstander i Shanghai ,True,
1878,Fodbold ,EM-kvalkamp afbrudt,Opgøret mellem Armenien og Kroatien tog en drejning i første halvleg,False,
1879,Fodbold ,FCK melder talent ude resten af året,Det store midtbanetalent har spillet sin sidste FCK-kamp i dette kalenderår ,False,
1880,Curling ,Danmarks herrer er klar til EM-semifinale i curling,Med en sejr på 7-5 over Tyskland i den sidste kamp i indledende runde klemte Danmark sig akkurat videre ,True,
1881,FORMEL 1 ,Kevin Magnussen henter tiltrængt point efter hektisk afslutning i Singapore ,Den danske Formel 1-kører kvalificerede sig som nummer seks til løbet i Singapore ,True,
1882,Tennis ,"- Jeg har den gladeste unge mand på banen, siger Runes mor","Holger Rune er landet i Kina og kan træne igennem i yderpositioner, fortæller Aneke Rune før China Open ",False,
1883,Ishockey,Dansk fanebærer og syv andre landsholdsspillere smittet,"Otte danske ishockeyspillere er ramt af coronasmitte. Unionen forventer, at de fleste bliver klar til OL",False,
1884,OL,Anna Kasprzak sikrer dansk OL-finaleplads i holddressur,Den danske dressurkvartet er klar til at dyste om medaljer i fredagens holdfinale ved OL ,True,
1885,Skisport ,Skiskytte stopper før målstregen og efterligner Haaland,Suveræne Johannes Thingnes Bø har indtil videre vundet tre guldmedaljer i træk ved VM i skiskydning ,True,x
1886,SPORT ,20 år gammel højdespringsrekord er i fare ,Højdespringere fra Qatar og Ukraine vil torsdag ved atletik-VM prøve at slå Javier Sotomayors rekord ,False,
1887,Ishockey,Esbjerg og Aalborg spiller sig tættere på DM-finalen,Rungsted Seier Capital og Odense Bulldogs er bagud 0-2 i semifinalerne mod Esbjerg Energy og Aalborg Pirates,False,
1888,Boksning ,Bokser udelukket i et halvt år for at bide modstander,Sværvægtsbokseren Kash Ali er blevet tildelt seks måneders karantæne og en bøde,False,
1889,E-sport ,"På ét punkt tromler Danmark alle, når Majoren skal afgøres","Meget tyder på, at en eller flere danskere kan løfte trofæet i historiens sidste CS:GO-Major på søndag, mener ekspert ",False,
1890,Golf ,Dansker fik bizar optakt før triumf,"Golfspilleren Jeff Winther sad indespærret på hoteltoilet, inden han sikrede karrierens største triumf",True,
1891,FODBOLD,Landsholdet leverede den mest pinlige indsats siden 0-4-nederlaget mod Armenien i Parken,"Verdens dårligste landshold scorede for første gang i to år og spillede lige op med Danmark i 70 minutter. Den smalle danske 2-1-sejr gør, at Slovenien fortsat topper gruppen ",True,
1892,Håndbold,"Profil er igen ramt af mareridt, der aldrig slutter",Skaderne er stået i kø for Johan Meklenborg - nu er han blevet ramt af endnu en ,False,
1893,Håndbold ,Norge får særligt forbud - Danmark gør ikke,De danske håndboldfans kan stadig se frem til at komme tæt på landsholdsspillerne under VM ,False,
1894,Volleyball ,OL-sølvvinder får doping-karantæne,"Den amerikanske OL-sølvvinder i volleyball, Kim Willoughby, har modtaget en toårig karantæne for brug af anabolske steroider",False,
1895,Curling ,Danmark satser på at komme med i ny OL-disciplin,"Dansk Curling Forbund håber, der i fremtiden vil være et dansk hold med i den nye OL-disciplin mixdouble ",False,
1896,OL,Dressurrytter er dansk fanebærer til paralympiske lege,"Annika Lykke Dalskov Risum deltager i sit tredje OL, når hun bliver fanebærer i Rio ",False,
1897,Ishockey,Landsholdsspiller skifter til ligakonkurrent ,VM- og OL-spilleren Matthias Asperup skifter Herlev Eagles ud med Rungsted Seier Capital,False,
1898,KORT SPORT ,Michael Markussen triumferer i hektisk racerløb i København ,"Ingen kunne følge med racerkøreren Michael Markussen (Markussen Racing), da han søndag vandt fjerde afdeling af TCR, der blev kørt på bybanen i Bellahøj ",True,
1899,Fodbold ,Markering planlagt i alle dagens landskampe,Danmark møder San Marino tirsdag aften ,False,
1900,Vinter-OL,OL-dansker føler sig som en kriminel og får kold og uspiselig mad,Ishockeyspilleren Nick Olesen er på niende dag spærret inde på et kinesisk hotel under kritisable forhold,False,
1901,Ishockey,Ehlers og co. videre efter tredobbelt overtid,"Nikolaj Ehlers var med for Winnipeg Jets, der tidligt tirsdag sendte Edmonton Oilers ud af NHL-slutspillet",True,
1902,HÅNDBOLD,GOG smadrer Aalborg i dramatisk dyst og er klar til CL-brag mod Barcelona,GOG overvandt en udvisning til Morten Olsen og slog Aalborg. Klubben er nu klar til CL-kvartfinalen ,True,
1903,CYKLING ,Første DM-guldvinder i ubehagelig disciplin: 'Gravel trækker virkelig tænder ud' ,Emma Norsgaard Bjerg vandt lørdag det første DM nogensinde i cykeldisciplinen gravel ,True,
1904,Ishockey,Herning misser gylden mulighed - Aalborg vinder grundspillet,"Aalborg smed 2-0-føring og tabte i Esbjerg, men fik hjælp af Herlev til at bevare førstepladsen",True,
1905,Ishockey,Danmark sekunder fra stor overraskelse,"Det finske ishockeylandshold, der i februar vandt OL-guld, slog Danmark med 4-3 efter straffeslag",True,
1906,TENNIS,Tennisstjerne kalder kinesiske bolde 'en joke' og sammenligner dem med grapefrugter,"Daniil Medvedev er bestemt ikke fan af de bolde, der bliver brugt under Beijing Open",False,
1907,OL,Dansk 49'er slutter som nummer fem,49'er-båden med Jonas Warrer og Jakob Precht sluttede som femmer efter en ottendeplads i medaljesejladsen.,True,
1908,KORT SPORT ,Tilskuer-protest afbryder Premier League-kamp i flere minutter ,En tilskuer afbrød torsdag aftens Premier League-kamp mellem Everton og Newcastle i flere minutter ,False,
1909,ISHOCKEY ,Minut for minut: Sådan forløb OL-kvartfinalen mod russerne,Russerne vinder 3-1 i OL-kvartfinalen ,True,
1910,Ishockey VM,Her er den danske VM-trup,"Der er nu blevet sat navn på de 25 spillere, der skal repræsentere Danmark ved herrernes ishockeyturnering ved det kommende VM i Finland",False,
1911,KORT SPORT ,Simon Kjær tangerer dansk landskampsrekord mod Kasakhstan ,"Når de danske fodboldherrer begynder lørdagens kamp mod Kasakhstan, tangerer anfører Simon Kjær en rekord ",False,
1912,SPORT ,Lyngholm forventer uskøn åbningskamp ,"Landstræner Brian Lyngholm forventer en rodet kamp, når de danske håndboldkvinder torsdag åbner EM mod Frankrig ",False,
1913,CHAMPIONS LEAGUE ,Delaney indrømmer: Der var hånd på ,"Thomas Delaney troede, han havde udlignet, men erkender efterfølgende at der var frispark ",False,
1914,Ishockey,Kriseramte Rødovre fyrer direktør,"Direktøren er fortid i Rødovre Mighty Bulls, der har brug for to millioner kroner i ""den nærmeste fremtid""",False,
1915,Golf ,USA haler ind ved Ryder Cup efter Højgaard-nedtur,"Nicolai Højgaard og Tommy Fleetwood lavede en del birdies, men tabte i fourball ved Ryder Cup",True,
1916,Ishockey,Danmark skuffer i sidste VM-test,Danmark tabte 1-3 til Slovenien i den sidste forberedelseskamp før afrejsen til VM i Finland,True,
1917,BOKSNING ,Løgnedetektor sender to officials hjem fra VM i boksning ,Det internationale bokseforbund tager drastiske midler i brug i kampen mod matchfixing ,False,
1918,ENGELSK FODBOLD ,Rasmus Højlund blæst bagover af 'voldsom' modtagelse i Manchester United ,"Den nyslåede danske Manchester United-angriber er benovet over den måde, folk har taget imod ham i den engelske klub ",False,
1919,Boksning ,Tyson Fury vinder rekordkamp på Wembley,Sværvægtsbokseren Tyson Fury skulle bare bruge seks omgange på at besejre Dillian Whyte på Wembley ,True,
1920,ENGELSK FODBOLD ,Eriksen erkender 'uacceptabel' indsats - imens måber verden videre over vild nordmand ,"Manchester United og Christian Eriksen tabte hele 3-6 til Manchester City, hvor norske Erling Haaland stod for tre af scoringerne ",True,
1921,EM fodbold,Dansk EM-triumf fik NHL-stjerner til at gå amok i jubel,Fodboldlandsholdets sejr over Rusland skabte også stor begejstring blandt Danmarks største ishockeystjerner,True,
1922,SPORT ,I mørket har blind nicaraguaner kommenteret baseball i 22 år ,Den 58-årige Enrique Oliu har siden 1998 kommenteret baseball ,False,
1923,Ishockey,Rungsted fremtvinger afgørende semifinale efter drama,Med et mål fire sekunder før tid fremtvang Rungsted forlænget spilletid og vandt siden 4-3 over Esbjerg,True,
1924,VM ATLETIK 2023 ,Jamaicaner protesterede sig i VM-finalen efter trafikuheld og glas i øjet ,Andrew Hudson og flere andre 200 meter-løbere var en del af et mindre trafikuheld kort inden deres VM-semifinale ,False,
1925,Ishockey,Dansker scorer sejrsmålet i NHL-gyser,Oliver Bjorkstrand scorede natten til fredag sejrsmålet i en gyser mellem Seattle Kraken og Detroit Red Wings,True,
1926,Fodbold ,"Schmeichel håber, at stime uden redninger fortsætter","Kasper Schmeichel ser en udfordring ved at spille kampe, hvor han ikke har meget at lave ",False,
1927,KORT SPORT ,Dansk kontinentalhold får ny navnesponsor ,Det danske cykelhold Restaurant Suri-Carl Ras får fra den kommende sæson ny navnesponsor ,False,
1928,Ishockey VM,Finland flopper mod USA i VM-åbner,"Den forsvarende verdensmester, Finland, tabte 1-4 til USA i åbningskampen ved VM på hjemmebane",True,
1929,KORT SPORT ,GOG åbner slutspil med smal sejr i Fredericia ,Jagten på danmarksmesterskabet i herrernes håndboldliga er for alvor i gang ,True,
1930,KVINDELANDSHOLDET ,MINUT FOR MINUT: På ét minut fik Danmark vendt truende nederlag til pligtsejr ,"Tirsdag aften slog det danske kvindelandshold i fodbold Uruguay med 3-2. Her kan du læse, hvordan det gik til minut for minut ",True,
1931,FODBOLD ,Dennis Rommedahl får dumpekarakterer af medierne,Avisernes karakterer til Dennis Rommedahl ligger i den lave ende af skalaen efter Bulgarien-kampen ,False,
1932,TENNIS,Clara Tauson vinder igen og er kun en enkelt sejr fra Wimbledon,"Med cifrene 6-4, 6-2 vandt Clara Tauson over slovak i anden runde af kvalifikationen til Wimbledon ",True,
1933,Golf ,Danske golfprofiler snupper topplaceringer i Nordirland,Emily Pedersen og Marcus Helligkilde blev begge nummer fire i Handa World Invitational,True,
1934,Baseball ,Baseball-stjerne får 211 kampes karantæne,"Baseball-sportens højest betalte spiller, Alex Rodriguez, er det mest prominente navn af de 13, som mandag er blevet idømt lange karantænestraffe for dopingforseelser i den amerikanske baseball-liga, MLB ",False,
1935,Volleyball ,Marienlyst blev dansk mester,Volleyballklubben Marienlyst fra Odense blev torsdag aften dansk mester hos herrerne efter en 3-1 sejr i sæt over Aalborg HIK på hjemmebane,True,
1936,TOUR DE FRANCE ,Vingegaard gav særligt budskab til børnene i sin takketale ,"Man skal blive ved med at tro på sig selv og stole på sin plan, mener Jonas Vingegaard ",False,
1937,Fodbold ,OB-chef vil ikke spekulere i Alms fremtid,Odense Boldklub tog en enormt vigtig sejr i Farum ,True,
1938,Ishockey,Fodtackling koster Aalborg-spiller karantæne,Nikolaj Carstensen må tre dage i skammekrogen for en ulovlig tackling på en modstander i Metal Ligaen,False,
1939,Ishockey VM,- Det er et mørkt kapitel i Sveriges historie,Canadas vilde 4-3-comeback mod Sverige i VM-kvartfinalen er svært at sluge for den stolte ishockeynation,True,
1940,VM ATLETIK 2023,"Dansker satsede hele butikken i hammerkast: 'Det er ikke hver dag, man står i en VM-finale'",Danske Katrine Koch Jacobsen sluttede på niendepladsen i VM-finalen i hammerkast ,True,
1941,Vinter-OL,Dansk profil frygtes færdig efter stor triumf,Jesper Jensen Aabo kom til skade med armen mod Schweiz og kommer næppe tilbage på banen ved OL,False,
1942,SPORT ,Maze overvandt skade og franskmand ,Trods problemer med en skade kom Michael Maze på rette kurs og vandt over Christophe Legout fra Frankrig ved Danish Open i Frederikshavn ,True,x
1943,Boksning ,Brian Nielsen optages i Hall of Fame,"Brian Nielsen var måske ikke den bedste danske bokser, men en af de mest populære. Han optages i Hall of Fame",False,
1944,Baseball ,Nye dopingregler i MLB,"Den amerikanske baseballiga, MLB, indfører nye regler, således at eventuelle dopingsyndere får lidt sværere kår. Fremover vil klubberne ikke få et varsel dagen før dopingkontrollørernes ankomst, og der vil blive foretaget tjek af alle klubhusansatte, som også regelmæssigt skal undergå test for narkotikabrug ",False,
1945,FORMEL 1,Verstappen tryner alle på anonym Magnussen-dag i Japan,"Ingen kunne følge Red Bull-verdensmesteren på Suzuka-banen, hvor Magnussen som forudsagt havde det svært ",True,
1946,BASKETBALL ,Cannabis koster amerikansk stjerne ni år i spjældet: 'En brik i det store spil mellem Rusland og USA' ,Den amerikanske basketballspiller Brittney Griner er blevet idømt ni års fængsel for narkosmugling i Rusland ,False,
1947,Ishockey VM,Dansk stjerne reagerer på dramatisk sejr,"Danmark vinder 4-3 efter en højintens kamp mod Frankrig, der røg i overtid",True,
1948,TENNIS ,19-årig tennisstjerne slår verdensetter og vinder sin første grand slam-finale ,Det unge amerikanske tennistalent Coco Gauff slog 25-årige Aryna Sabalenka ved dette års finale i US Open ,True,
1949,Ishockey VM,"- Det er en must-win for os, siger anfører om Italien-brag","Når de danske ishockeyherrer går på isen mod Italien, er det med en klar målsætning ? der skal høstes tre point til den danske pointkonto",False,
1950,Volleyball ,Volleyherrer slår igen Østrig efter stærkt comeback,"De danske volleyherrer var bagud med 1-2 i sæt, men leverede endnu et fornemt comeback og vandt kampen 3-2 mod Østrig",True,
